scheme_code,scheme_name,date,nav
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-04-2026,271.036
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-04-2026,262.747
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-04-2026,262.492
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-04-2026,259.241
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-04-2026,260.521
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,31-03-2026,255.684
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-03-2026,255.681
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-03-2026,258.601
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-03-2026,263.358
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-03-2026,258.657
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-03-2026,252.601
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-03-2026,262.895
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-03-2026,261.321
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-03-2026,269.995
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-03-2026,268.116
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-03-2026,265.794
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-03-2026,267.465
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-03-2026,273.355
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-03-2026,274.594
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-03-2026,276.574
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-03-2026,273.522
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-03-2026,276.763
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-03-2026,278.638
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-03-2026,278.136
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-03-2026,285.204
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-02-2026,283.4
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-02-2026,283.671
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-02-2026,284.254
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-02-2026,282.971
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-02-2026,284.449
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-02-2026,281.545
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-02-2026,280.904
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-02-2026,281.379
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-02-2026,280.155
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-02-2026,279.967
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-02-2026,279.817
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-02-2026,283.751
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-02-2026,285.609
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-02-2026,284.801
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-02-2026,284.26
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-02-2026,278.574
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-02-2026,280.485
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-02-2026,285.889
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-02-2026,281.862
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-02-2026,272.492
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-01-2026,285.045
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,29-01-2026,298.386
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-01-2026,292.019
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-01-2026,287.358
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-01-2026,283.207
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,22-01-2026,282.082
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-01-2026,285.725
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-01-2026,281.853
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-01-2026,282.254
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-01-2026,280.672
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,14-01-2026,279.278
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-01-2026,277.318
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-01-2026,276.749
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-01-2026,275.177
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-01-2026,275.555
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-01-2026,279.18
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-01-2026,279.024
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-01-2026,278.813
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-01-2026,278.532
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-01-2026,276.711
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,31-12-2025,275.862
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-12-2025,274.709
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,29-12-2025,274.788
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-12-2025,276.048
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-12-2025,276.591
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-12-2025,276.932
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,22-12-2025,276.386
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-12-2025,274.242
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-12-2025,273.094
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-12-2025,272.625
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-12-2025,272.545
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,15-12-2025,274.496
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-12-2025,273.532
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-12-2025,271.188
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-12-2025,269.823
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-12-2025,270.89
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-12-2025,270.705
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-12-2025,273.942
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-12-2025,272.581
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-12-2025,272.236
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-12-2025,273.689
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-12-2025,274.399
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-11-2025,273.159
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-11-2025,273.382
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-11-2025,273.58
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-11-2025,271.301
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-11-2025,270.441
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-11-2025,270.585
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-11-2025,272.255
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-11-2025,272.276
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-11-2025,270.462
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-11-2025,271.672
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,14-11-2025,271.053
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-11-2025,271.369
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-11-2025,271.19
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-11-2025,269.675
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-11-2025,268.78
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-11-2025,267.442
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-11-2025,267.675
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-11-2025,268.711
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-11-2025,269.671
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,31-10-2025,268.785
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-10-2025,268.956
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,29-10-2025,269.985
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-10-2025,268.037
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-10-2025,269.518
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-10-2025,267.208
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-10-2025,268.429
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-10-2025,269.057
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-10-2025,268.111
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-10-2025,267.663
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,15-10-2025,266.886
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,14-10-2025,265.002
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-10-2025,265.503
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-10-2025,265.084
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-10-2025,264.203
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-10-2025,263.11
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-10-2025,263.072
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-10-2025,262.794
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-10-2025,260.761
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-10-2025,259.662
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-09-2025,257.735
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-09-2025,256.289
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-09-2025,259.24
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-09-2025,260.428
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-09-2025,261.459
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,22-09-2025,261.002
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-09-2025,261.873
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-09-2025,261.466
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-09-2025,261.012
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-09-2025,259.614
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,15-09-2025,257.823
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-09-2025,257.669
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-09-2025,257.538
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-09-2025,257.227
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-09-2025,255.958
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-09-2025,254.781
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-09-2025,253.88
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-09-2025,253.475
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-09-2025,253.895
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-09-2025,252.381
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-09-2025,252.547
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,29-08-2025,249.905
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-08-2025,250.534
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-08-2025,252.08
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-08-2025,253.955
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,22-08-2025,253.128
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-08-2025,253.836
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-08-2025,253.732
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-08-2025,252.927
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-08-2025,251.814
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,14-08-2025,250.092
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-08-2025,250.009
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-08-2025,249.354
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-08-2025,249.868
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-08-2025,248.02
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-08-2025,249.324
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-08-2025,248.756
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-08-2025,249.957
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-08-2025,250.141
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-08-2025,248.34
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,31-07-2025,250.362
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-07-2025,251.221
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,29-07-2025,250.581
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-07-2025,249.977
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-07-2025,251.278
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-07-2025,253.468
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-07-2025,254.324
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,22-07-2025,253.642
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-07-2025,253.915
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-07-2025,253.537
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-07-2025,254.079
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-07-2025,254.383
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,15-07-2025,253.845
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,14-07-2025,252.57
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-07-2025,252.261
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-07-2025,253.595
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-07-2025,254.326
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-07-2025,254.377
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-07-2025,254.204
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-07-2025,254.506
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-07-2025,254.259
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-07-2025,254.462
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-07-2025,254.387
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-06-2025,254.057
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-06-2025,253.268
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-06-2025,253.18
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-06-2025,252.026
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-06-2025,250.542
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-06-2025,250.17
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-06-2025,249.952
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-06-2025,248.123
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-06-2025,249.61
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-06-2025,249.837
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-06-2025,250.715
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-06-2025,249.373
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-06-2025,249.948
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-06-2025,251.623
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-06-2025,251.599
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-06-2025,251.719
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-06-2025,250.86
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-06-2025,250.193
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-06-2025,249.649
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-06-2025,248.638
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-06-2025,248.785
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-05-2025,248.044
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,29-05-2025,247.599
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-05-2025,247.27
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-05-2025,246.801
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-05-2025,247.049
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-05-2025,246.33
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,22-05-2025,245.575
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-05-2025,246.318
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-05-2025,244.872
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-05-2025,247.058
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-05-2025,246.395
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,15-05-2025,245.625
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,14-05-2025,243.852
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-05-2025,242.709
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-05-2025,242.63
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-05-2025,236.951
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-05-2025,237.335
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-05-2025,238.968
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-05-2025,238.592
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-05-2025,240.524
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-05-2025,238.931
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,30-04-2025,238.699
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,29-04-2025,239.813
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-04-2025,239.21
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-04-2025,237.938
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-04-2025,240.552
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,23-04-2025,240.895
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,22-04-2025,239.831
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-04-2025,238.511
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-04-2025,235.568
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,16-04-2025,233.949
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,15-04-2025,232.544
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-04-2025,228.791
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,09-04-2025,224.7
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,08-04-2025,225.655
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-04-2025,222.871
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-04-2025,227.685
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-04-2025,231.85
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,02-04-2025,232.886
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,01-04-2025,231.372
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,31-03-2025,231.893
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-03-2025,232.096
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-03-2025,232.779
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,26-03-2025,231.594
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-03-2025,232.791
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-03-2025,233.688
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-03-2025,231.454
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-03-2025,230.128
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-03-2025,228.641
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-03-2025,226.961
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-03-2025,224.268
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-03-2025,223.405
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-03-2025,224.13
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-03-2025,224.568
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,10-03-2025,224.693
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,07-03-2025,226.328
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,06-03-2025,226.667
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,05-03-2025,225.19
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,04-03-2025,222.538
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,03-03-2025,222.407
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,28-02-2025,222.262
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,27-02-2025,225.771
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,25-02-2025,227.302
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,24-02-2025,227.95
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,21-02-2025,229.22
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,20-02-2025,230.537
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,19-02-2025,229.848
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,18-02-2025,228.611
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,17-02-2025,229.058
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,14-02-2025,229.784
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,13-02-2025,231.472
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,12-02-2025,231.583
119777,Kotak Multi Asset Omni FOF - Direct Growth - Direct,11-02-2025,231.844
